norm_title,description,sentiment_score,violence_flag,genres,audience_group
spooks run wild,"The East Side Kids are sent to a mountain camp. Stranded in a small rural town, they hear about a ""monster killer"" roaming the countryside. At night, they sneak out. Peewee is shot by a grave-digger, and they are forced to seek aid at an old mansion. The owner of the mansion (Lugosi), insists that the boys spend the night. After seeing PeeWee walk around the house in a trance, the boys decide that the man turned him into a zombie. They gang up on him and tie him up. The nurse at the boys camp (Dorothy Short) sets out to find the missing boys with Von Grosch (Dennis Moore), who has come to rid the town of the killer- or has he?",-0.93,1,"('comedy', 'horror')",
spongebob docupants,"Imagine classic SpongeBob moments being told through the lens of documentary shows like E! True Hollywood Stories, Dateline, Behind the Music etc. Each episode takes an overly dramatic look into classic SpongeBob storylines.",0.68,0,"('drama',)",
spies of warsaw,"David Tennant and Janet Montgomery star in this adaptation of Alan Furst's celebrated spy novel set in Poland, Paris and Berlin in the years leading up to the Second World War. At the French embassy in Warsaw, the new military attaché, Colonel Jean-Francois Mercier, is drawn into a world of abduction, betrayal and intrigue in the diplomatic salons and back alleys of the city.",-0.765,1,"('drama',)",
speed dreams the fastest place on earth,"Follow a group of daredevil amateur drivers as they prepare to enter the legendary land speed record-breaking event on the famous Bonneville Speedway. This documentary shows how, from garden sheds and garages across Britain to the spectacular salt flats of Utah, the seduction of speed is addictive. But what makes them risk life and limb for just one shot at glory?",0.5187,0,"('documentary',)",
special forces,A French journalist in Afghanistan is kidnapped by the Taliban.,0.0,0,"('action', 'drama')",
song one,"Oscar winner Anne Hathaway stars as Franny in this romance set in Brooklyn's indie music scene. After her brother is in an accident, Franny returns home only to fall in love with her brother's musical idol.",0.8793,0,"('drama',)",
song of arizona,"Gabby Whittaker (Hayes) runs an Arizona ranch for homeless and wayward boys that is in financial trouble. One of the boys, Chip Blaine (Cook), is the son of notorious bank robber King Blaine (Talbot). When Chip hears that his father has been killed, he decides to dig up the cache of stolen money his father gave him to hide, wanting to use it to help pay off Gabby's mortgage. However, his father's gang wants the money and rides in to take it. The Sons of the Pioneers assist Roy and Gabby to fight the outlaws. Chip learns that using stolen money is never a good thing to do.",-0.9736,1,"('drama',)",
sometimes always never,"After his son Michael left over a game of Scrabble, Alan and his family barely spoke to each other. But when a mysterious online player emerges who might be their prodigal son, Alan must find the right words before he loses everything.",-0.4497,0,"('comedy', 'drama')",
soldier of night,"Terror ends a romance for a beautiful woman when she discovers the true nature of her boyfriend's nocturnal excursions. Rejected by the army, the boy carries out his own personal vendetta against a society that sees him unfit to serve.",0.5574,1,"('drama',)",
sofia,"In this Cold-War thriller Steve Roark (Gene Raymond) helps nuclear scientists in their desperate attempt to escape the ruthless Russian Communist agents who are chasing after them. Roark is a former OSS man assigned to rescue two atomic scientists from Russia and spirit them away from the Iron Curtin. Steve is shocked to discover that one of the scientists is his former lover Linda Carlsen (Sigrid Gurie). In the meantime, sexy cabaret singer-turned-spy Magda Onescu (Patricia Morison) acts as a double agent for both the Allies and the Communists, hoping to be gain double profits by giving vital information to both sides.",0.975,1,"('action',)",
soapdish,"The cast and crew of The Sun Also Sets, America's hottest soap opera have on-screen drama and off-screen craziness with enough dirty laundry to keep everyone in hot water in this unadulterated comedy.",-0.4588,0,"('comedy',)",
so undercover,"A tough, street-smart private eye is hired by the FBI to go undercover in a college sorority.",-0.128,0,"('action', 'comedy')",
smash up story of a woman,"A nightclub singer, beset by emotional problems, seeks refuge in alcohol which drives away her husband and child.",-0.2732,0,"('drama',)",
slate wyn me,"Meandering drama of brothers Burke and Sacks, who rob a bank, kill a cop and kidnap Thornton, a witness to their crime.",-0.9153,1,"('action',)",
simple gifts the chamber music society at shaker village,a,0.0,0,"('documentary',)",
silk,"Defense barrister Martha Costello is now a QC and busier than ever, while Clive Reader, also a QC, is specializing in prosecution. The criminal bar is a small world and they are pitted against each other increasingly often. Harriet wants to modernize Shoe Lane, but the changes are resented by Billy. Martha, Clive and Caroline are up for head of chambers and it means radical changes at Shoe Lane.",-0.7543,0,"('drama',)",
silent witness,The award-winning crime drama returns with five fascinating forensic adventures. Join pathologist Dr Nikki Alexander and her dedicated team as they help the police solve a slew of mystifying murders.,0.7269,1,"('drama',)",
siberia,"When a business deal in Russia goes south, a U.S. diamond merchant (Keanu Reeves) and his lover are caught in a lethal crossfire between the buyer and local federal agents.",0.7351,0,"('action',)",
shottas,"In the tradition of Scarface and The Harder They Come, Shottas is an unapologetic raw urban drama about two young men, Wayne and Biggs, who grow up together on the tough and dangerous streets of Kingston, Jamaica. Eventually moving to the U.S., they begin a ruthless climb to the top of a criminal enterprise in a Miami as they aggressively take control of the Jamaican underworld.",-0.8176,0,"('action', 'drama')",
shk heroforce,"While Noah, Hope, and Eden are moving out of their old house, they discover a hidden virtual reality gaming console in the attic that acts as a portal between the game HeroForce and Real Life. The kids must find and protect the power rings from the hands of the evil bosses that have crossed into Real Life in search of the rings.",0.0258,0,"('action',)",
series_project_un_test_uhd,Season1_Project_UN_Test_UHD short description,0.0,0,"('comedy', 'drama')",
separate ways,"Karen Black stars as Val, a neglected wife who must leave her husband and find herself before attempting to reconstruct her marriage. With new-found dignity and a fresh perspective, Val and her husband vow to try again.",0.1027,0,"('comedy',)",
selfie dad,"Parenting is no joke! In this a light-hearted family film, one dad shakes off a mid-life crisis and reconnects with his family . . . with his Bible in one hand and his phone in the other. Featuring Michael Jr. and Chonda Pierce.",-0.2942,0,"('comedy',)",
seed of innocence,Poignant love story of two teenagers who have a baby and decide to keep it in spite of their parents' objections. They flee their gossipy small town and try to make it in New York.,-0.128,0,"('drama',)",
secrets of the dead the nero files,"The Roman emperor Nero is considered one of history's greatest criminals - a cruel, insane, and brutal ruler. Secrets of the Dead: The Nero Files investigates Nero's reign with the help of criminal psychologist Thomas Müller.",-0.9442,0,"('documentary',)",
