norm_title,description,audience_group,genres,sentiment_score,violence_flag,label
package,"After their buddy suffers an unfortunate accident during spring break, four pals risk everything – including their dignity – to make him whole again.",adult,['comedy'],-0.8225,0,0
american experience ruby ridge,"A botched attempt to arrest a white supremacist in Idaho results in a gun battle, a standoff and three deaths that galvanize public opinion in 1992.",adult,['documentary'],-0.7096,1,0
west coast customs,"['West Slide Customs, a mecca for good - heeled car lovers, stars as their team creates some of the almost luxurious, exorbitant fomite on the satellite.']",child,['documentary'],0.3008,0,1
christmas breakin,"Stranded at school before holiday break, a precocious girl gets into the spirit of saving when a trio of robbers trespass and hold the janitor hostage.",child,['comedy'],0.5267,1,1
gaga five foot two,"Follow pop provocateur Lady Gaga as she releases a new album, preps for her Super Bowl halftime show, and confronts physical and emotional struggles.",adult,['documentary'],0.2732,0,0
butterflys dream,"['Force to work in a coal mine during World War 2, deuce unseasoned poets find some escape valve when they both fall for the like woman.']",child,"['drama', 'romance']",-0.7351,1,1
untold caitlyn jenner,Caitlyn Jenner's unlikely path to Olympic glory was inspirational. But her more challenging road to embracing her true self proved even more meaningful.,child,['documentary'],0.9158,0,1
clapper,"A newcomer ekes out a living in LA as a professional audience member on infomercials, but life gets complicated when he's thrust into the spotlight.",adult,"['comedy', 'drama']",0.0,0,0
happy,A boozy ex-cop turned hit man thinks he's losing his marbles when a cartoon unicorn only he can see urges him to rescue a girl kidnapped by Santa.,adult,"['action', 'comedy']",0.1779,0,0
christmas in the heartland,Two girls realize they're both visiting grandparents they’ve never met and decide to switch places to see how the other half lives.,child,['drama'],0.0,0,1
monty pythons personal best,Original members of the iconic Monty Python comedy troupe pick their all-time favorite sketches from their groundbreaking television series.,adult,['comedy'],0.7783,0,0
bad match,A player who uses the internet to facilitate his womanizing ways is tormented when he spurns a persistent woman who won't take no for an answer.,adult,['thriller'],0.2235,0,0
bridge curse,A group of university students decides to test an urban legend about the ghost of a female student that haunts a campus bridge.,adult,"['horror', 'thriller']",-0.5106,0,0
speed cubers,This documentary captures the extraordinary twists and turns in the journeys of Rubik's Cube-solving champions Max Park and Feliks Zemdegs.,child,['documentary'],0.5267,0,1
shararat,"Unable to bribe his way out of a reckless driving charge, an arrogant rich kid is sentenced to community service at a home for senior citizens.",child,['comedy'],-0.4939,0,1
juman,"['Despite their estranged families, Juman and Hisham fall in beloved and get wed but their unlike prospect on life soon threaten their relationship.']",child,"['drama', 'romance']",-0.2023,0,1
bilu rakkhosh,"Torn between his demanding corporate career, his passion for music and his turbulent family life, a man struggles to keep his inner demons in check.",adult,['drama'],-0.34,0,0
naruto shippuden the movie,"The adventures of adolescent ninja Naruto Uzumaki continue as he's tasked with protecting a priestess from a demon – but to do so, he must die.",child,['action'],-0.7223,0,1
vendetta truth lies and the mafia,"Sicily boasts a bold ""Anti-Mafia"" coalition. But what happens when those trying to bring down organized crime are accused of being criminals themselves?",adult,['documentary'],-0.9153,1,0
next karate kid,"['In Beantown, karate master Mr. Miyagi finds a new pupil in disruptive teenage Julie Pierce when she gets bullied by a chemical group of relentless classmates.']",child,"['action', 'drama']",-0.7845,0,1
once in a lifetime sessions with tlc,"One of the most successful female groups in music history, TLC performs in concert while taking a look back at their tumultuous history.",child,['documentary'],0.624,0,1
doob no bed of roses,"As a noted filmmaker’s infidelity becomes a media firestorm, his fractured family privately navigates the fallout of his actions for years to come.",child,['drama'],0.0,0,1
girl king,"Sweden's forward-thinking Queen Kristina resists her country's conservative ideals, which only grow more restrictive when she falls for a woman.",adult,['drama'],0.2023,1,0
beast within,"An infection transmitted by diseased birds is causing corpses to reanimate in search of human flesh. As the army of the undead grows, a medical student and his friends find themselves surrounded by zombies, with nowhere to run.",adult,['horror'],0.4767,0,0
bonnie and clyde,"Bonnie Parker and Clyde Barrow are young, in love and on the run during a bullet-riddled bank robbery spree across Depression-ravaged America.",adult,"['action', 'drama']",0.6369,0,0
inside man most wanted,A hotshot NYPD negotiator butts heads with the FBI and meets his match in a meticulous criminal mastermind as she attempts to rob the Federal Reserve.,adult,['action'],-0.7906,0,0
wienerdog,"Wiener-Dog tells several stories featuring people who find their life inspired or changed by one particular dachshund, who seems to be spreading a certain kind of comfort and joy.",adult,['comedy'],0.891,0,0
pharmacist,"After his son's tragic death, a Louisiana pharmacist goes to extremes to expose the rampant corruption behind the opioid addiction crisis.",adult,['documentary'],-0.9118,1,0
birders,"[""Hoot watchers on both side of the Atomic number 92. S. - Mexico border share their enthusiasm for protect and keep some of the world ' s virtually beautiful coinage.""]",child,['documentary'],0.8516,0,1
table manners,"When a housewife's picture-perfect life comes crashing down, she finds solace and hope through cooking, family and love.",adult,"['comedy', 'drama']",0.7964,0,0
cinta iris,"Dedicated engineering student Iris succumbs to love and marries, but fate holds both tragedies and triumphs for her personal and professional life.",child,"['drama', 'romance']",0.5789,0,1
recall,"Struggling to move on from a heartbreaking loss, Mikey is drawn into a dangerous underworld robbery orchestrated by his unreliable stepbrother Dale.",adult,['drama'],-0.8807,0,0
home fires,"[""Amidst the Battle of Great britain, some of Great Paxford ' s women find that the war throws off peacetime limitations, tolerate them to flourish in unexpected ways - screen human relationship, friendly relationship, and loyalties as ne'er before.""]",child,['drama'],0.743,1,1
flavorful origins,"['Delve into the luscious world of Chaoshan culinary art, explore information technology unique ingredients and try the stories of the people behind its creation.']",child,['documentary'],0.7184,0,1
break with michelle wolf,Nobody's safe as Michelle Wolf unapologetically takes aim in this weekly topical show that blends sketches with live comedy and in-studio guests.,adult,['comedy'],0.6597,0,0
20th century women,"In 1979, single bohemian mom Dorothea, hoping to help her teen son find his place as a man, asks two young women to share their lives with him.",adult,['drama'],0.7717,0,0
country buck,"['Starring the Busbice folk world health organization founded Wildgame Excogitation, a little hunt gear business that suffer grown into a multi - million dollar wildlife sporting empire.']",child,"['documentary', 'drama']",0.0,0,1
one day,"When his colleague (and crush) temporarily loses her memory, an overlooked geek seizes the chance to make an impression before she remembers again.",child,"['drama', 'romance']",-0.0772,0,1
we bought a zoo in character with matt damon and scarlett johansson,"['We Bought a Zoo cost now uncommitted for download! Spell behind the scenes with Matt Damon as atomic number 2 reveals what it took to "" get into character "" for his purpose in We Bought a Zoo.']",child,['drama'],0.0,0,1
underworld,A vampire warrior begins to question her mission in the ancient war between the undead and werewolves when she falls for a human under her protection.,adult,"['action', 'horror', 'sci-fi']",-0.5994,1,0
city in the sky,"['This serial publication search the order of magnitude and scale of mod air travel, and the challenges faced by those creditworthy for its smooth functioning.']",child,['documentary'],0.3818,0,1
