norm_title,description,genres,audience_group
carol,"In the 1950s, a glamorous married woman and an aspiring photographer embark on a passionate, forbidden romance that will forever change their lives.","['drama', 'romance']",adult
carrie,"An outcast teen with telekinetic ability lashes out with her deadly power when the high school ""in crowd"" torments her with a sick joke at the prom.",['horror'],adult
carriers,"As a lethal virus spreads globally, four friends seek a reputed plague-free haven. But while avoiding the infected, the travelers turn on one another.","['horror', 'sci-fi', 'thriller']",teen
casa de mi padre,Will Ferrell stars as a Spanish-speaking cowboy in this comedy about a Mexican clan trying to rescue their ranch from greedy creditors.,['comedy'],adult
case closed,"Turned into a young boy by a sinister potion, teen sleuth Conan helps solve baffling crimes while tracking down the nefarious agents who poisoned him.",['thriller'],teen
casino royale,"Daniel Craig makes his debut as the newly minted agent 007, who's pitted against an infamous financier of global terrorism – at the poker table.",['action'],teen
casino tycoon,"When Japanese troops invade Hong Kong, young Benny Ho flees to Macau and rises to the top of the city's casino business with pluck, diligence and wit.","['action', 'drama']",adult
casino tycoon 2,Casino mogul Benny Ho wields enormous power. But a feud with his former partner and a massive fraud scheme soon threaten his family and his empire.,"['action', 'drama']",adult
castle of stars,"As four couples with different lifestyles go through the ebbs and flows of joy and sorrow, each must learn how to live a good life.","['comedy', 'romance']",adult
catching the sun,This documentary explores the worldwide economics of the burgeoning solar energy industry and its impact on hopeful job seekers in the United States.,['documentary'],teen
cats dogs the revenge of kitty galore,Cats and dogs must set aside their differences and merge animal instincts when Kitty Galore decides to claw her way to global domination.,['comedy'],child
catwalk tales from the cat show circuit,"This fun, charming documentary follows the exploits of some very feline-friendly folks as they strive to get their kitties crowned Canada’s top cat.",['documentary'],child
cave,"Torn between old camaraderie and recent tensions, three ex-soldiers reunite to explore a deadly cave but soon discover terror beyond all expectations.","['action', 'thriller']",adult
celluloid man,"This documentary chronicles the philosophy and life's work of archivist P.K. Nair, who made a mission of preserving Indian cinema’s rich history.",['documentary'],child
center stage,"Vying for a spot in the American Ballet Company, 12 dance students are ready to push their bodies and minds to the limit to realize their dreams.",['drama'],teen
chaar sahibzaade,"With a horde of enemy invaders bearing down, four sons of an illustrious Sikh guru lead a tiny but valiant army into a desperate fight for freedom.",['drama'],child
chal dhar pakad,"After her fat-shaming husband brings home a new lover, a wife in Maharashtra recruits a group of women to challenge him in a kabaddi match.","['comedy', 'drama']",teen
chal mere bhai,"When a secretary saves her tycoon boss's life, his family hears wedding bells. Problem is, she's already in love – with his younger brother.","['comedy', 'romance']",teen
chalay thay saath,Beautiful and adventurous doctor Resham meets a handsome Chinese backpacker named Adam while traveling with friends on a journey of self-discovery.,"['comedy', 'drama']",teen
chandani the daughter of the elephant whisperer,A girl who wants to be an elephant driver like her father is given the chance to raise a calf and becomes even more determined when it's taken away.,['documentary'],child
change in the air,"When a secretive woman breezes into a quiet town, her subdued neighbors get swept up in curiosity over her ethereal presence.",['drama'],child
chaotic love poems,"Spanning the 1970s, ‘80s and ‘90s, this lyrical love story of two childhood neighbors plays out amidst a rapidly evolving Indonesia.","['drama', 'romance']",teen
chappaquiddick,Senator Ted Kennedy watches his future unravel in the wake of an infamous car crash as family and allies vie to protect his reputation.,['drama'],teen
charlie and the chocolate factory,The eccentric Willy Wonka opens the doors of his candy factory to five lucky kids who learn the secrets behind his amazing confections.,['comedy'],child
charlies angels full throttle,"In this reboot of the TV classic, the Angels are tasked with finding lost rings encoded with the personal information of people in witness protection.","['action', 'comedy']",teen
chashme buddoor,"When pretty new neighbor Seema falls for their shy roommate Sid, jealous womanizers Omi and Jai plot to break up the new lovebirds.",['comedy'],child
chasing amy,"Comic book artist Holden meets the perfect woman, only to learn that she's a lesbian. But that doesn't stop him from falling in love with her.","['comedy', 'drama']",adult
chasing monsters,Adventurer Cyril Chauquet seeks out the most colossal and dangerous underwater creatures around the world in this adrenaline-packed series.,['documentary'],child
chasing the dragon,"In corrupt, British-colonized Hong Kong, a mainland Chinese immigrant rises to the top of the city's drug underworld with the help of a notorious cop.","['action', 'drama']",adult
chasing trane,"Featuring interviews, insights and archival footage, this documentary aims to reveal how historical events shaped the music of John Coltrane.",['documentary'],child
chauthi koot,Related tales of a family seeking refuge and two men on a train to Amritsar evoke the dreadful unease surrounding Hindu-Sikh tensions in 1980s Punjab.,['drama'],teen
cheers,"Sam Malone, an ex-baseball player turned bar owner, operates a saloon that's always filled with quirky customers and even more eccentric staff.",['comedy'],child
chernobyl diaries,"A group of kids takes an illegal tour through an abandoned city near Chernobyl, where mysterious humanoid forms begin to haunt their steps...","['horror', 'thriller']",adult
chewin the fat,"Petty criminals, dodgy decorators, full-bore Glaswegians and oddball documentary presenters converge in this sketch show that parodies Scottish life.",['comedy'],teen
